Date,Open,High,Low,Close,Volume,Market Cap,AverageBlockSize,AverageBlockTime,AverageHashRate,AverageTransactionFee,Gold,VIX,SP500,Tweets,GoogleTrends
2016-01-26,392.0020141601562,397.7659912109375,390.5750122070312,392.1530151367188,58147000.0,5933372928.25,742693.0,9.0,9.42007725076629e+17,0.0802,1114.7,22.5,1903.63,26057.0,8.565
2016-01-27,392.4440002441406,396.8429870605469,391.7820129394531,394.9719848632812,47424400.0,5977545745.2,743934.0,9.29,9.2872296666776e+17,0.0844,1116.5,23.11,1882.95,28379.0,8.449
2016-01-28,395.14599609375,395.5020141601562,379.7349853515625,380.2890014648438,59247900.0,5756710302.52,796986.0,9.863,9.0257672683942e+17,0.081,1119.0,22.42,1893.36,26070.0,8.089
2016-01-29,380.1080017089844,384.3789978027344,365.4519958496094,379.4739990234375,86125296.0,5745985821.15,686915.0,8.521,9.79283059486673e+17,0.0788,1112.9,20.2,1940.24,29331.0,7.665
2016-01-30,378.864990234375,380.9169921875,376.4909973144531,378.2550048828125,30284400.0,5729296095.75,567465.0,7.701,1.04418591133183e+18,0.0758,,,,25049.0,7.869
2016-01-31,378.2929992675781,380.3469848632812,367.8349914550781,368.7669982910156,37894300.0,5587253351.23,554454.0,7.956,1.06505311731965e+18,0.0742,,,,27728.0,7.729
2016-02-01,369.3500061035156,378.0719909667969,367.9570007324219,373.0559997558594,51656700.0,5653747617.6,776887.0,8.944,1.06080444717686e+18,0.094,1122.0,19.98,1939.38,29309.0,8.19
2016-02-02,372.9200134277344,375.8829956054688,372.9200134277344,374.447998046875,40378700.0,5676528706.8,803808.0,8.0,9.86572142982299e+17,0.0909,1123.6,21.98,1903.03,26458.0,7.934
2016-02-03,374.64599609375,374.9500122070312,368.0450134277344,369.9490051269531,45933400.0,5609971377.07,645681.0,8.045,1.05053455778563e+18,0.0871,1130.0,21.65,1912.53,27023.0,8.574
2016-02-04,370.1740112304688,391.6080017089844,369.9930114746094,389.593994140625,69285504.0,5909517629.6,657744.0,8.571,1.11856032370888e+18,0.072,1146.25,21.84,1915.45,26103.0,8.574
2016-02-05,388.8980102539062,391.093994140625,385.5719909667969,386.5490112304688,43825000.0,5865136968.17,646711.0,7.66,1.04729220037063e+18,0.0741,1158.5,23.38,1880.05,26621.0,7.294
2016-02-06,386.5889892578125,386.6310119628906,372.3869934082031,376.5220031738281,49249300.0,5714879155.15,603067.0,7.2,1.11370239183638e+18,0.0677,,,,23929.0,7.678
2016-02-07,376.5140075683594,380.8710021972656,374.9030151367188,376.6199951171875,37076300.0,5718023734.5,700102.0,8.182,1.31738224462308e+18,0.0693,,,,24021.0,8.062
2016-02-08,376.7569885253906,379.8789978027344,373.3340148925781,373.4469909667969,47671100.0,5671240831.4,818973.0,9.73,1.21016179703809e+18,0.0707,1173.4,26.0,1853.44,27363.0,7.678
2016-02-09,373.4230041503906,377.2460021972656,372.8980102539062,376.0289916992188,55318500.0,5712106127.4,696074.0,8.182,1.1597953475483e+18,0.0677,1188.9,26.54,1852.21,25751.0,8.062
2016-02-10,376.14599609375,385.4830017089844,375.7829895019531,381.6489868164062,85130896.0,5799042060.3,738351.0,8.78,1.26269445392009e+18,0.0728,1183.4,26.29,1851.86,28230.0,8.702
2016-02-11,382.114013671875,383.1300048828125,376.3989868164062,379.6539916992188,74375600.0,5770550973.0,639215.0,7.5,1.2627129205303e+18,0.0764,1223.25,28.14,1829.08,29630.0,8.702
2016-02-12,379.6860046386719,384.9540100097656,379.6000061035156,384.2630004882812,67042800.0,5842238586.25,615008.0,8.421,1.28733900455248e+18,0.0739,1239.5,25.4,1864.78,28064.0,8.19
2016-02-13,384.6409912109375,391.8599853515625,384.6409912109375,391.8599853515625,61911700.0,5959279525.5,630460.0,9.231,1.13045099612844e+18,0.0738,,,,25543.0,7.934
2016-02-14,392.9320068359375,407.2300109863281,392.9320068359375,407.2300109863281,74469800.0,6194711494.75,624629.0,8.675,1.18209286904196e+18,0.0756,,,,25283.0,8.446
2016-02-15,407.5679931640625,410.3810119628906,397.7489929199219,400.1849975585938,74070496.0,6089064890.62,762485.0,9.474,1.13251531469636e+18,0.0774,1208.45,,,27181.0,8.83
2016-02-16,401.4320068359375,408.9450073242188,401.4320068359375,407.4880065917969,73093104.0,6201590433.6,760353.0,10.435,1.08468488616011e+18,0.0792,1212.0,24.11,1895.58,27923.0,9.214
2016-02-17,407.656005859375,421.1669921875,406.7839965820312,416.3219909667969,83193600.0,6337628173.8,773878.0,9.29,1.01240518334338e+18,0.0801,1202.4,22.31,1926.82,29153.0,9.214
2016-02-18,416.5719909667969,425.9960021972656,415.6380004882812,422.3729858398438,76752600.0,6431547586.27,650812.0,8.521,1.19843014576339e+18,0.0857,1204.4,21.64,1917.83,24986.0,10.877
2016-02-19,422.7300109863281,423.10400390625,417.60400390625,420.7850036621094,55711300.0,6408881658.38,767033.0,9.931,1.19201614407609e+18,0.0889,1221.5,20.53,1917.78,27889.0,9.854
2016-02-20,421.6010131835938,441.9840087890625,421.6010131835938,437.1640014648438,93992096.0,6659985887.1,737687.0,9.6,1.19448834591196e+18,0.0825,,,,23050.0,9.214
2016-02-21,437.7730102539062,448.0459899902344,429.0769958496094,438.7980041503906,89820704.0,6686294224.5,845680.0,11.25,1.10398513837441e+18,0.0856,,,,25424.0,9.214
2016-02-22,438.989013671875,439.0450134277344,432.9169921875,437.7479858398438,85385200.0,6671673493.2,898157.0,11.339,1.03931567538216e+18,0.0843,1203.65,19.38,1945.5,25239.0,9.214
2016-02-23,438.2550048828125,439.8580017089844,417.8210144042969,420.7359924316406,85244896.0,6413836323.2,883107.0,10.588,1.1086403336315e+18,0.0845,1218.75,20.98,1921.27,28499.0,8.446
2016-02-24,420.9559936523438,425.5499877929688,413.9070129394531,424.9549865722656,67743696.0,6479395123.75,918082.0,12.203,1.0386033211571e+18,0.0862,1232.25,20.72,1929.8,27169.0,9.086
2016-02-25,425.0369873046875,427.718994140625,420.4150085449219,424.5440063476562,70798000.0,6474784225.6,798942.0,9.29,1.1042606075499e+18,0.0899,1235.4,19.11,1951.7,28753.0,8.574
2016-02-26,424.6289978027344,432.1520080566406,421.6199951171875,432.1520080566406,61486000.0,6592327506.8,765152.0,10.286,1.25262819313096e+18,0.0883,1231.0,19.81,1948.05,30726.0,8.062
2016-02-27,432.8389892578125,434.2309875488281,428.1029968261719,432.5190124511719,41893600.0,6599515470.68,673816.0,9.796,1.09383081526148e+18,0.0887,,,,24902.0,8.19
2016-02-28,432.5710144042969,435.6830139160156,423.8200073242188,433.5039978027344,53033400.0,6615986321.6,776484.0,10.746,1.20296748086277e+18,0.0818,,,,28161.0,7.55
2016-02-29,433.43798828125,441.5069885253906,431.6929931640625,437.6969909667969,60694700.0,6681444705.0,913216.0,10.827,1.12177734743577e+18,0.091,1234.15,20.55,1932.23,28270.0,8.318
2016-03-01,437.9169921875,439.6530151367188,432.3190002441406,435.1229858398438,74895800.0,6643686403.57,904953.0,10.213,1.07099424282329e+18,0.0943,1240.0,17.7,1978.35,25668.0,9.726
2016-03-02,435.1310119628906,435.9169921875,423.989013671875,423.989013671875,74955296.0,6475329603.6,900198.0,9.172,1.21984479040985e+18,0.147,1229.35,17.09,1986.45,27957.0,8.702
2016-03-03,423.9119873046875,425.3729858398438,419.4110107421875,421.6510009765625,100484000.0,6441066887.07,920750.0,10.667,1.14229145316747e+18,0.107,1241.95,16.7,1993.4,31442.0,8.958
2016-03-04,421.8359985351562,425.1780090332031,410.9389953613281,410.9389953613281,90856096.0,6279024638.3,786489.0,9.29,1.22626856431332e+18,0.104,1271.5,16.86,1999.99,30294.0,9.086
2016-03-05,410.781005859375,411.2569885253906,394.0350036621094,400.5700073242188,135384992.0,6122091566.5,779954.0,9.6,1.24774851378089e+18,0.107,,,,28045.0,8.574
2016-03-06,400.5249938964844,411.9070129394531,395.7780151367188,407.7070007324219,91212496.0,6232667872.38,628774.0,9.73,1.14506905324735e+18,0.0979,,,,24747.0,8.318
2016-03-07,407.7569885253906,415.9169921875,406.3089904785156,414.3210144042969,85762400.0,6335164892.48,708258.0,10.827,1.19001707092555e+18,0.0979,1267.6,17.35,2001.76,29486.0,9.342
2016-03-08,414.4649963378906,416.2430114746094,411.093994140625,413.9719848632812,70311696.0,6331422308.9,680284.0,9.351,1.0465622847438e+18,0.0926,1274.1,18.67,1979.26,27850.0,8.318
2016-03-09,413.8940124511719,416.0320129394531,411.6059875488281,414.8599853515625,70012304.0,6346735710.0,744044.0,8.571,1.30606605086824e+18,0.118,1258.25,18.34,1989.26,28142.0,7.934
2016-03-10,414.7439880371094,417.5119934082031,413.2510070800781,417.1310119628906,81022896.0,6383105414.4,676904.0,9.29,1.25258833293926e+18,0.0901,1247.25,18.05,1989.57,30719.0,7.806
2016-03-11,417.2380065917969,423.9259948730469,417.0130004882812,421.6900024414062,73969696.0,6454555816.0,614238.0,9.0,1.28348461820652e+18,0.088,1262.25,16.5,2022.19,29704.0,8.19
2016-03-12,421.6050109863281,421.7950134277344,410.093994140625,411.6239929199219,92712896.0,6301963440.0,573967.0,10.0,1.17233529920818e+18,0.0847,,,,28068.0,7.678
2016-03-13,411.6480102539062,416.60400390625,411.6419982910156,414.0650024414062,74322800.0,6340701564.5,637882.0,10.827,1.07079589339822e+18,0.0987,,,,28299.0,7.55
2016-03-14,414.2009887695312,416.6839904785156,414.2009887695312,416.43798828125,95259400.0,6378632900.75,726138.0,9.474,1.1184652684265e+18,0.0889,1256.55,16.92,2019.64,28751.0,8.446
2016-03-15,416.3880004882812,418.1310119628906,414.9849853515625,416.8299865722656,66781700.0,6386304533.75,664115.0,8.944,1.23767901306056e+18,0.0882,1233.6,16.84,2015.93,30661.0,8.83
2016-03-16,416.8880004882812,417.6860046386719,415.9119873046875,417.010986328125,65185800.0,6390672724.45,668798.0,9.474,1.27710898795764e+18,0.0941,1233.1,14.99,2027.22,33113.0,8.19
2016-03-17,417.8890075683594,420.9970092773438,417.8890075683594,420.6210021972656,83528600.0,6447467967.45,746679.0,10.213,1.14112439295133e+18,0.0931,1269.6,14.44,2040.59,30033.0,8.574
2016-03-18,420.5469970703125,420.5469970703125,406.1369934082031,409.5480041503906,104940000.0,6279128503.8,739516.0,10.588,1.15148799851914e+18,0.0861,1254.5,14.02,2049.58,25976.0,8.19
2016-03-19,409.2650146484375,410.9840087890625,407.2300109863281,410.4440002441406,58423000.0,6294271612.1,640008.0,10.588,1.11833886334638e+18,0.0789,,,,27011.0,7.678
2016-03-20,410.4010009765625,414.625,410.4010009765625,413.7550048828125,45947900.0,6346546569.5,660621.0,9.863,1.17449459502782e+18,0.0778,,,,22064.0,7.55
2016-03-21,413.4179992675781,413.4179992675781,410.3810119628906,413.3070068359375,61655400.0,6341110984.12,754196.0,10.36,1.13019014563072e+18,0.0848,1244.25,13.79,2051.6,25353.0,7.934
2016-03-22,413.1319885253906,418.375,412.531005859375,418.0889892578125,66813300.0,6416025150.68,713965.0,9.73,1.19693081527062e+18,0.0863,1251.8,14.17,2049.8,25184.0,8.702
2016-03-23,418.1610107421875,419.2680053710938,417.364013671875,418.0409851074219,61444200.0,6416845741.8,674711.0,9.664,1.209997790432e+18,0.0857,1232.2,14.94,2036.71,23845.0,7.934
2016-03-24,418.4240112304688,418.6799926757812,415.4859924316406,416.3940124511719,68346704.0,6393094869.15,674037.0,9.796,1.24252592735809e+18,0.0843,1216.45,14.74,2035.94,22710.0,7.934
2016-03-25,416.5079956054688,418.0799865722656,415.5580139160156,417.177001953125,52560000.0,6406608047.85,623933.0,9.863,1.20873108776755e+18,0.0789,,,,22593.0,7.806
2016-03-26,417.364990234375,418.9869995117188,416.2590026855469,417.9450073242188,44650400.0,6420042696.38,625212.0,9.412,1.23742615622819e+18,0.0939,,,,20187.0,7.55
2016-03-27,418.1400146484375,428.7969970703125,417.7109985351562,426.7650146484375,71229400.0,6557030842.5,629374.0,10.213,1.24092742885784e+18,0.0832,,,,19044.0,7.934
2016-03-28,426.5480041503906,426.8569946289062,423.2929992675781,424.2309875488281,68522800.0,6519889575.48,674450.0,8.471,1.2130335732649e+18,0.0998,,15.24,2037.05,23045.0,8.318
2016-03-29,424.3039855957031,426.2030029296875,412.6809997558594,416.5159912109375,75411504.0,6402954687.4,836367.0,9.172,1.38202031509262e+18,0.122,1216.45,13.82,2055.01,31699.0,8.446
2016-03-30,416.8340148925781,416.8340148925781,412.4960021972656,414.8160095214844,66034100.0,6378356001.6,748824.0,9.796,1.27308645256912e+18,0.094,1238.2,13.56,2063.95,35672.0,8.702
2016-03-31,415.2569885253906,418.3689880371094,415.2569885253906,416.72900390625,60215200.0,6409062819.05,845109.0,11.613,1.09828864352901e+18,0.092,1233.6,13.95,2059.74,24191.0,8.062
2016-04-01,416.760009765625,418.1730041503906,415.8309936523438,417.9599914550781,51235700.0,6429593619.0,768344.0,9.412,1.13747570711198e+18,0.104,1232.1,13.1,2072.78,24472.0,7.782
2016-04-02,418.4219970703125,422.0809936523438,418.4219970703125,420.8729858398438,45681200.0,6475857110.93,798776.0,10.36,1.27200869020497e+18,0.113,,,,21507.0,7.51
2016-04-03,421.1730041503906,421.5799865722656,419.6969909667969,420.9039916992188,38053700.0,6477828308.6,726970.0,10.141,1.14518466100292e+18,0.102,,,,21378.0,7.446
2016-04-04,421.2990112304688,422.3429870605469,419.6010131835938,421.4440002441406,50634300.0,6487898585.8,669604.0,8.675,1.34182307957564e+18,0.0904,1215.0,14.12,2066.13,24516.0,7.846
2016-04-05,421.0169982910156,424.2569885253906,420.614013671875,424.0299987792969,60718000.0,6529351749.75,741596.0,9.29,1.30995922356618e+18,0.0934,1231.5,15.42,2045.17,26914.0,7.966
2016-04-06,424.2839965820312,424.5270080566406,422.72900390625,423.4129943847656,59091000.0,6521491708.6,706354.0,9.172,1.27280419427591e+18,0.112,1225.75,14.09,2066.66,23270.0,8.102
2016-04-07,423.6199951171875,423.6570129394531,420.5180053710938,422.7449951171875,57858600.0,6512693215.12,758160.0,10.36,1.21401989699232e+18,0.0861,1237.5,16.16,2041.91,23407.0,8.102
2016-04-08,422.9070129394531,425.3609924316406,419.635009765625,420.3489990234375,63454700.0,6477294354.43,717973.0,10.0,1.19185483155476e+18,0.0855,1235.0,15.36,2047.6,24554.0,7.838
2016-04-09,420.8110046386719,420.8909912109375,416.5150146484375,419.4110107421875,49792700.0,6464539022.12,635182.0,8.889,1.28569292334509e+18,0.0776,,,,19399.0,7.71
2016-04-10,419.5920104980469,422.4349975585938,419.2569885253906,421.5639953613281,73478600.0,6499536743.7,553217.0,8.324,1.43515356705629e+18,0.0746,,,,19193.0,8.046
2016-04-11,421.8720092773438,422.739013671875,420.5329895019531,422.4830017089844,50747500.0,6515321584.5,770888.0,9.412,1.30754515082002e+18,0.0916,1247.25,16.26,2041.99,23919.0,8.63
2016-04-12,422.8429870605469,427.2770080566406,422.8429870605469,425.1900024414062,70728800.0,6558651417.75,835597.0,9.73,1.26193256174764e+18,0.0896,1259.2,14.85,2061.72,23252.0,8.11
2016-04-13,425.6319885253906,426.6579895019531,422.9159851074219,423.7340087890625,69060400.0,6537929599.55,707182.0,8.78,1.32444791949094e+18,0.0868,1245.75,13.84,2082.42,23243.0,7.71
2016-04-14,423.9349975585938,425.3710021972656,423.0130004882812,424.2820129394531,45281000.0,6548113818.8,714189.0,8.78,1.37728656950131e+18,0.0834,1240.3,13.72,2082.78,24938.0,7.846
2016-04-15,424.427001953125,429.9280090332031,424.427001953125,429.7130126953125,54801500.0,6633436609.7,792496.0,10.36,1.36101827482241e+18,0.0899,1229.75,13.62,2080.73,27593.0,7.974
2016-04-16,429.5750122070312,432.625,428.9840087890625,430.5719909667969,39392800.0,6648182380.2,674649.0,10.435,1.25297523646219e+18,0.0806,,,,20857.0,7.19
2016-04-17,430.635986328125,431.3710021972656,426.0790100097656,427.3989868164062,52125900.0,6600878375.7,659208.0,9.114,1.33743162355786e+18,0.0763,,,,19395.0,7.246
2016-04-18,427.6109924316406,429.2739868164062,427.0859985351562,428.5910034179688,55670900.0,6620723761.15,837546.0,10.746,1.27234363187727e+18,0.0918,1237.7,13.35,2094.34,21989.0,7.454
2016-04-19,428.7030029296875,436.0199890136719,428.10400390625,435.5090026855469,52810500.0,6729223762.6,749784.0,9.6,1.29270886913765e+18,0.0824,1241.7,13.24,2100.8,22642.0,7.902
2016-04-20,435.3240051269531,443.0539855957031,434.406005859375,441.3890075683594,72890096.0,6821898724.23,696843.0,8.727,1.33107349062726e+18,0.0871,1247.75,13.28,2102.4,22973.0,8.174
2016-04-21,441.4159851074219,450.5480041503906,440.9519958496094,449.4249877929688,68204704.0,6947795902.5,731708.0,9.536,1.44642950888268e+18,0.0893,1257.65,13.95,2091.48,23282.0,8.838
2016-04-22,449.68798828125,449.8099975585938,444.1499938964844,445.7369995117188,58804400.0,6892364370.45,774829.0,10.07,1.26210090959433e+18,0.0902,1245.4,13.22,2091.58,24241.0,8.894
2016-04-23,445.8609924316406,450.2820129394531,444.3309936523438,450.2820129394531,50485400.0,6964275295.95,654579.0,10.0,1.32418529043248e+18,0.0799,,,,25236.0,8.254
2016-04-24,450.5599975585938,460.14599609375,448.9280090332031,458.5549926757812,68198400.0,7093731211.25,727957.0,10.909,1.23320199266791e+18,0.0823,,,,30727.0,8.966
2016-04-25,459.1210021972656,466.6199951171875,453.5920104980469,461.4259948730469,87091800.0,7139621426.7,874402.0,11.339,1.14004128873461e+18,0.0911,1230.85,14.08,2087.79,28861.0,9.493
2016-04-26,461.6480102539062,467.9649963378906,461.6210021972656,466.0889892578125,78971904.0,7213507974.07,813097.0,9.536,1.25888318267543e+18,0.624,1234.5,13.96,2091.7,26206.0,9.757
2016-04-27,466.2619934082031,467.0790100097656,444.1340026855469,444.68701171875,93564896.0,6883732525.65,875260.0,11.163,1.27294003916482e+18,0.0884,1244.75,13.77,2095.15,28009.0,8.646
2016-04-28,445.0379943847656,449.5509948730469,436.6499938964844,449.010986328125,74064704.0,6952183241.58,897397.0,10.667,1.1732148303367e+18,0.089,1256.6,15.22,2075.81,26142.0,10.173
2016-04-29,449.4079895019531,455.3840026855469,446.0169982910156,455.0969848632812,49258500.0,7048201013.25,812765.0,9.114,1.29382591246242e+18,0.0857,1274.5,15.7,2065.3,26067.0,9.046
2016-04-30,455.1780090332031,455.5870056152344,447.6969909667969,448.3179931640625,69322600.0,6944860514.15,757466.0,9.863,1.3442504584875e+18,0.0857,,,,22785.0,8.11
2016-05-01,448.4840087890625,452.47900390625,447.927001953125,451.875,40660100.0,7001712750.0,625635.0,9.29,1.36205794332016e+18,0.0812,,,,22113.0,8.158
2016-05-02,451.9330139160156,452.4450073242188,441.7760009765625,444.6690063476562,92127000.0,6891791430.3,751003.0,9.172,1.36237243995578e+18,0.0901,,14.68,2081.43,44092.0,27.192
2016-05-03,444.7269897460938,451.0969848632812,442.6170043945312,450.3039855957031,59366400.0,6980826502.4,778147.0,9.536,1.38801723019328e+18,0.0851,1296.5,15.6,2063.37,34902.0,16.315
2016-05-04,450.1830139160156,450.3779907226562,445.6300048828125,446.7219848632812,50407300.0,6927161701.3,706967.0,8.623,1.43048595813002e+18,0.0903,1280.3,16.05,2051.12,28567.0,11.421
2016-05-05,446.7109985351562,448.5060119628906,445.8829956054688,447.9760131835938,50440800.0,6948331748.0,704442.0,9.29,1.39801241713734e+18,0.0862,1275.75,15.91,2050.63,27508.0,12.78
2016-05-06,447.9419860839844,461.375,447.0679931640625,459.6029968261719,72796800.0,7130556703.8,685806.0,8.889,1.41991663912767e+18,0.0862,1280.25,14.72,2057.14,24738.0,11.149
2016-05-07,459.6390075683594,460.6749877929688,457.3240051269531,458.5360107421875,38364500.0,7115722135.6,646440.0,9.6,1.34951892945477e+18,0.0853,,,,21334.0,9.789
2016-05-08,458.4289855957031,459.4169921875,455.9830017089844,458.5480041503906,40315000.0,7117822793.7,578072.0,8.571,1.44048981856272e+18,0.0842,,,,20478.0,9.517
2016-05-09,458.2059936523438,462.4809875488281,456.531005859375,460.4830017089844,55493100.0,7149827444.4,638160.0,8.421,1.55869016323794e+18,0.0819,1277.75,14.57,2058.69,23092.0,10.061
2016-05-10,460.5180053710938,461.9289855957031,448.9540100097656,450.8949890136719,58956100.0,7002714976.5,726826.0,9.114,1.43632090842494e+18,0.0891,1264.85,13.63,2084.39,23402.0,10.605
2016-05-11,450.864013671875,454.5759887695312,450.864013671875,452.7279968261719,50605200.0,7032699388.4,812933.0,10.827,1.3949184771333e+18,0.0886,1271.8,14.69,2064.46,21597.0,8.973
2016-05-12,452.4469909667969,454.9490051269531,449.25,454.7659912109375,59849300.0,7065960832.45,779911.0,10.36,1.30986452196503e+18,0.0924,1268.3,14.41,2064.11,22343.0,9.245
2016-05-13,454.8500061035156,457.0549926757812,453.4530029296875,455.6700134277344,60845000.0,7081726954.5,762611.0,9.474,1.4343812481587e+18,0.0932,1275.15,15.04,2046.61,23638.0,9.245
2016-05-14,455.822998046875,456.8359985351562,454.7860107421875,455.6709899902344,37209000.0,7083394303.22,812260.0,10.0,1.38661859129337e+18,0.103,,,,19355.0,8.43
2016-05-15,455.7590026855469,458.6919860839844,455.4590148925781,457.5679931640625,28514000.0,7114461730.4,777614.0,10.36,1.41559660104237e+18,0.104,,,,19527.0,8.158
2016-05-16,457.5859985351562,458.2000122070312,452.9450073242188,454.1629943847656,59171500.0,7063120267.85,906681.0,10.213,1.32185723775767e+18,0.115,1281.0,14.68,2066.66,21419.0,8.702
2016-05-17,454.0090026855469,455.0719909667969,453.6050109863281,453.7829895019531,64100300.0,7058821456.5,867850.0,10.213,1.43379964928262e+18,0.111,1270.1,15.57,2047.21,21242.0,8.702
2016-05-18,453.6910095214844,455.9979858398438,453.2990112304688,454.6189880371094,86850096.0,7073564772.18,873649.0,9.412,1.36651733821393e+18,0.113,1270.9,15.95,2047.63,21130.0,8.973
2016-05-19,454.5239868164062,454.6329956054688,438.7149963378906,438.7149963378906,96027400.0,6827425412.38,955400.0,12.0,1.27222494087617e+18,0.113,1253.75,16.33,2040.04,21055.0,9.245
2016-05-20,437.7929992675781,444.0539855957031,437.3890075683594,442.6759948730469,81987904.0,6890716749.8,781575.0,9.664,1.40120591005519e+18,0.109,1256.5,15.2,2052.32,21015.0,9.245
2016-05-21,442.9660034179688,443.7780151367188,441.7059936523438,443.18798828125,42762300.0,6900237725.4,891215.0,10.213,1.32321384625679e+18,0.131,,,,18208.0,7.886
2016-05-22,443.2179870605469,443.427001953125,439.0350036621094,439.322998046875,39657600.0,6842082300.45,603499.0,7.826,1.65680137406716e+18,0.104,,,,20846.0,8.158
2016-05-23,439.3479919433594,444.3450012207031,438.822998046875,444.1549987792969,50582500.0,6919346394.62,646188.0,8.0,1.8076239988053e+18,0.109,1250.4,15.82,2048.04,25025.0,8.702
